	Sobic	Seita	Ortho	Orysa	Bradi	Pavag	Zmays
SynPair44628	0.053678	0.172603	0.286031	0.308206	0.255248	0.159696	0.150901
SynPair38430	0.037876	0.072519	0.232774	0.253171	0.146701	0.11827	0.057079
SynPair9676	0.070046	0.113366	0.242447	0.325969	0.209023	0.109598	0.083761
SynPair46679	0.040801	0.110851	0.227896	0.208629	0.23448	0.114584	0.052939
SynPair47423	0.058005	0.114294	0.294048	0.353224	0.197216	0.175539	0.134016
SynPair43481	0.171387	0.315176	0.505951	0.505245	0.74128	0.373787	0.201415
SynPair64923	0.063305	0.13481	0.354087	0.300808	0.276254	0.115578	0.123245
SynPair25247	0.061797	0.121308	0.301891	0.258299	0.218428	0.134219	0.151455
SynPair9712	0.239786	0.362121	0.76815	1.289431	0.982652	0.24118	0.280533
SynPair5781	0.240603	1.754033	1.065332	0.919264	1.049143	0.799466	0.149377
SynPair13865	0.044504	0.124782	0.456505	0.475301	0.268378	0.161752	0.122161
SynPair30401	0.062104	0.142187	0.228835	0.416526	0.371796	0.143155	0.09931
SynPair1647	0.041984	0.069277	0.315925	0.166896	0.155648	0.08263	0.056534
SynPair13901	0.026804	0.151534	0.201574	0.199433	0.199146	0.142379	0.354111
SynPair3772	0.040113	0.649193	0.749669	0.215289	0.226546	1.403985	0.587475
SynPair30919	0.060671	0.111007	0.243256	0.236052	0.639962	0.132795	0.086136
SynPair30565	0.088335	0.111876	0.303428	0.231394	0.573481	0.095348	0.159444
SynPair48517	0.130699	0.314897	0.638799	0.982611	1.634856	0.244481	0.148046
SynPair57255	0.129161	0.2329	0.517642	0.469077	0.367483	0.306072	0.227286
SynPair4713	0.058228	0.153051	0.287987	0.327395	0.250662	0.156059	0.185289
SynPair895	0.093042	0.233974	0.406112	0.484008	0.348969	0.145362	0.11535
SynPair7964	0.032362	0.158225	0.212003	0.396998	0.34359	0.079844	0.102684
SynPair49629	0.348718	0.280917	0.550225	0.973768	0.54621	0.490058	0.229338
SynPair14478	0.046381	0.112454	0.196981	0.247633	0.26923	0.111077	0.134484
SynPair15622	0.072429	0.121612	0.148785	0.896209	0.412579	0.124373	0.185755
SynPair7800	0.124264	0.271791	0.539576	0.61119	0.534665	0.230593	0.113195
SynPair29178	0.074911	0.22327	0.52876	0.361087	0.431858	0.246286	0.096386
SynPair35431	0.044181	0.148847	0.259206	0.290857	0.225384	0.477428	0.032874
SynPair33787	0.080544	0.072137	0.225741	0.313522	0.399876	0.140727	0.077909
SynPair17452	0.110265	0.166598	0.693869	0.620696	0.907741	0.234683	0.104584
SynPair34836	0.088252	0.183248	0.258684	0.235302	0.148017	0.203337	0.108569
SynPair15403	0.141478	0.108793	0.376216	0.315227	0.617445	0.197366	0.10391
SynPair30744	0.05408	0.084024	0.307465	0.214555	0.222564	0.089076	0.039439
SynPair37489	0.60335	0.410852	0.609632	0.265513	0.925529	0.59168	0.602155
SynPair14491	0.04938	0.101017	0.269551	0.21615	0.282724	0.137782	0.155424
SynPair564	0.085298	0.083764	0.304555	0.183314	0.294093	0.10281	0.057707
SynPair33933	0.168566	0.23339	1.071403	0.421507	1.319918	0.48687	0.183481
SynPair29191	0.241879	0.313341	0.798155	0.400069	0.739303	0.567612	0.204563
SynPair50015	0.131944	0.359778	0.681485	0.319546	0.530561	0.400886	0.350771
SynPair32715	0.112114	0.209694	0.652327	0.506722	0.308996	0.206031	0.197192
SynPair400	0.036586	0.083408	0.160393	0.355841	0.185737	0.151431	0.119993
SynPair52120	0.108828	0.24848	0.328406	0.351201	0.793408	0.498417	0.22366
SynPair14989	0.044784	0.106579	0.204717	0.199067	0.225101	0.124447	0.087196
SynPair31806	0.066173	0.12576	0.274365	0.31806	0.191825	0.136819	0.177457
SynPair10433	0.073417	0.051247	0.265109	0.376333	0.165124	0.153095	0.058566
SynPair44911	0.111965	0.18932	0.239284	0.250068	0.270433	0.198111	0.151171
SynPair65524	0.163155	0.201843	0.664083	0.296849	0.954148	0.445074	0.035638
SynPair18566	0.180625	0.176064	0.655162	0.323694	0.705078	0.192375	0.238769
SynPair58024	0.038913	0.091113	0.349045	0.225814	0.175036	0.092773	0.085204
SynPair47602	0.098294	0.113907	0.274959	0.241826	0.187061	0.136528	0.055599
SynPair23095	0.076669	0.157439	0.563557	0.255424	0.777536	0.246305	0.115978
SynPair24358	0.073428	0.110689	0.237791	0.282531	0.262509	0.166699	0.170578
SynPair67411	0.281187	0.338205	0.673145	0.63748	0.801811	0.309591	0.255789
SynPair45653	0.225805	0.151927	0.298189	0.225056	0.188086	0.114101	0.366685
SynPair41845	0.088024	0.35884	0.237844	1.410873	0.550355	0.273642	0.224427
SynPair43468	0.037736	0.103316	0.246022	0.241006	0.1784	0.116342	0.068634
SynPair40663	0.096971	0.08277	0.208217	0.211303	0.228239	0.0873	0.135776
SynPair22163	0.097253	0.199044	0.578917	0.411081	0.478452	0.200646	0.156773
SynPair58388	0.218835	0.479167	0.55298	0.584091	0.930138	0.367675	0.677545
SynPair40707	0.504478	0.201062	1.501713	0.245399	0.280155	0.720622	0.605777
SynPair22007	0.046004	0.150342	0.340802	0.319586	0.29253	0.135742	0.098648
SynPair33978	0.120055	0.124916	0.471097	0.301386	0.327227	0.152705	0.170119
SynPair10960	0.021706	0.105456	0.162766	0.254545	0.207207	0.132462	0.146114
SynPair3964	0.048332	0.100103	0.223763	0.237998	0.195414	0.133567	0.155901
SynPair12931	0.020634	0.093796	0.228198	0.223748	0.198923	0.136142	0.112532
SynPair953	0.182339	0.24077	0.598892	0.548089	0.628566	0.235982	0.157559
SynPair31929	0.43131	0.278379	0.804457	0.448282	1.076017	0.395801	0.544873
SynPair16993	0.030027	0.088688	0.267956	0.328573	0.195193	0.178772	0.044488
SynPair10804	0.068127	0.164634	0.308543	0.280627	0.230226	0.090202	0.10747
SynPair10478	0.050055	0.117045	0.275478	0.215473	0.218618	0.15848	0.147294
SynPair837	0.331351	0.225062	0.355391	0.672358	1.039169	0.552929	0.312907
SynPair12855	0.065763	0.140147	0.180288	0.280483	0.255657	0.114348	0.099533
SynPair1851	0.041531	0.097779	0.21069	0.272255	0.19355	0.126361	0.072527
SynPair28148	0.331836	0.317364	0.878885	0.745921	1.333555	0.398902	0.240934
SynPair56301	0.067396	0.185126	0.593185	1.012194	0.276247	0.092362	0.214964
SynPair4861	0.081117	0.172231	0.267781	0.243704	0.253376	0.175247	0.106172
SynPair49443	0.06034	0.097808	0.266185	0.214166	0.211641	0.112096	0.077633
SynPair7616	0.064859	0.202953	0.568042	0.354188	0.382993	0.248304	0.231474
SynPair56265	0.102063	0.193313	0.303926	0.380179	0.327631	0.196601	0.287045
SynPair17901	0.048958	0.108251	0.23884	0.182478	0.283239	0.123536	0.071839
SynPair4905	0.091045	0.072474	0.180284	0.129169	0.218074	0.080868	0.062728
SynPair49527	0.025278	0.122132	0.247743	0.25246	0.167363	0.123131	0.111471
SynPair64981	0.230419	0.15362	0.811924	0.480281	1.386318	0.214349	0.204937
SynPair43547	0.178977	0.260288	0.480778	0.548959	0.436422	0.225291	0.161616
SynPair47481	0.124153	0.203168	0.340836	0.443687	0.205198	0.241887	0.190552
SynPair46577	0.053932	0.170696	0.322266	0.253448	0.35596	0.201779	0.08093
SynPair8646	0.211027	0.338178	0.802423	0.677331	0.609804	0.38836	0.156566
SynPair9860	0.048245	0.127793	0.203242	0.214764	0.19822	0.125494	0.098618
SynPair26342	0.066673	0.116649	0.280343	0.300552	0.210805	0.112747	0.086478
SynPair42089	0.178838	0.189307	0.620552	0.603071	0.570802	0.189613	0.192895
SynPair58457	0.027407	0.112292	0.193377	0.177073	0.224452	0.20509	0.243058
SynPair27838	0.15285	0.136667	0.56665	0.450533	0.291381	0.160844	0.188562
SynPair18071	0.090943	0.174686	0.418538	0.437345	0.601878	0.227109	0.126772
SynPair63208	0.072654	0.187162	0.249889	0.400006	0.439983	0.201214	0.118832
SynPair39394	0.093876	0.14995	0.276046	0.256466	0.341672	0.157054	0.118095
SynPair9388	0.272955	0.338545	0.636372	0.766741	0.274577	0.15698	0.036323
SynPair42241	0.106446	0.275312	0.701063	0.473914	0.522019	0.397456	0.226082
SynPair66194	0.087234	0.222294	0.454838	0.415184	0.418361	0.189779	0.241859
SynPair61259	0.162018	0.187957	0.344457	0.41505	0.333429	0.292486	0.185109
SynPair22474	0.07042	0.107768	0.355549	0.317106	0.196954	0.123647	0.094838
SynPair48221	0.366586	0.169676	0.600746	0.320689	0.539867	0.176411	0.1598
SynPair35263	0.229269	0.141636	0.898143	0.58226	0.421031	0.490531	0.325604
SynPair28570	0.067293	0.067978	0.177371	0.148997	0.203208	0.20002	0.340472
SynPair13083	0.155629	0.515745	0.54513	0.630169	0.585334	0.661055	0.3852
SynPair6110	0.464776	0.081563	0.787993	0.849517	1.452744	0.733224	0.232904
SynPair28868	0.050696	0.284301	0.285516	0.280015	0.250181	0.101436	0.077168
SynPair17145	0.249116	0.20599	0.390852	0.27937	0.342524	0.268696	0.183423
SynPair10288	0.057251	0.117287	0.273215	0.160293	0.14846	0.138311	0.138995
SynPair57407	0.28591	0.39345	0.411979	0.279938	1.025391	0.174304	0.122962
SynPair4141	0.192895	0.165024	0.372638	0.426783	0.4066	0.336304	0.171489
SynPair1171	0.059298	0.122381	0.28116	0.263229	0.255035	0.151692	0.137011
SynPair52437	0.055945	0.086233	0.263167	0.208682	0.180901	0.165782	0.128712
SynPair4389	0.531652	1.566616	0.499543	1.516163	0.837689	0.435832	0.355872
SynPair32202	0.171089	0.283097	0.297868	0.734259	0.640011	0.325909	0.332345
SynPair33058	0.171582	0.781883	0.651092	1.173572	1.850107	0.277413	0.18883
SynPair1015	0.241669	0.205948	0.64472	0.452208	0.539352	0.144711	0.183185
SynPair23701	0.057461	0.097207	0.257926	0.217189	0.25167	0.113721	0.109008
SynPair38185	0.077354	0.18212	0.34203	0.225211	0.236835	0.128704	0.111363
SynPair22927	0.046746	0.091341	0.252153	0.325716	0.211947	0.124012	0.084127
SynPair43050	0.252236	0.223721	0.740451	0.228331	0.833694	1.701685	1.565775
SynPair63327	0.069844	0.140194	0.24993	0.332913	0.271038	0.129725	0.133623
SynPair21634	0.062715	0.076788	0.275719	0.38359	0.335979	0.136864	0.113291
SynPair21598	0.079719	0.11069	0.267025	0.309034	0.272779	0.14865	0.105449
SynPair66317	0.067824	0.150735	0.236652	0.196823	0.195233	0.115816	0.096224
SynPair64346	0.087067	0.245642	0.383502	0.552103	0.484934	0.271371	0.290085
SynPair8351	0.048057	0.104577	0.220893	0.168113	0.233598	0.081523	0.111779
SynPair58578	0.087855	0.163261	0.356106	0.249571	0.329737	0.242548	0.106015
SynPair24760	0.124916	0.339169	0.472289	0.508634	0.327028	0.279279	0.40887
SynPair64222	0.258291	0.260034	0.73894	0.601956	1.096125	0.347816	0.431548
SynPair8235	0.194121	0.348337	0.781174	0.549787	0.372073	0.257542	0.289437
SynPair33177	0.528782	0.543798	0.451925	0.405249	0.578926	0.11101	0.441441
SynPair2331	0.035045	0.122511	0.250145	0.207674	0.17414	0.079652	0.071293
SynPair13364	0.032607	0.10034	0.2694	0.227232	0.166511	0.107664	0.082874
SynPair50851	0.036427	0.158551	0.311259	0.143996	0.230199	0.141551	0.056282
SynPair2255	0.05254	0.09514	0.317872	0.244085	0.152008	0.118513	0.074827
SynPair11251	0.075946	0.133701	0.278309	0.393054	0.220926	0.154555	0.272952
SynPair13200	0.090645	0.190532	0.174989	0.231369	0.142484	0.078832	0.219734
SynPair30218	0.157064	0.243952	0.869713	0.732168	0.646057	0.25742	0.187835
SynPair57954	0.021412	0.179236	0.281878	0.216546	0.180415	0.107648	0.209572
SynPair14261	0.045823	0.11387	0.257186	0.251698	0.167734	0.139261	0.228611
SynPair394	0.131636	0.03436	0.520063	0.247348	0.254571	0.237724	0.123213
SynPair5234	0.151953	0.234337	0.516724	0.205468	1.082373	0.167602	0.031114
SynPair28823	0.060133	0.105879	0.175396	0.18957	0.247716	0.0867	0.084496
SynPair57830	0.058155	0.09754	0.25811	0.217114	0.25494	0.116102	0.111994
SynPair14305	0.071885	0.250231	0.460938	0.314568	0.558806	0.179553	0.142212
SynPair5350	0.18545	0.271306	0.49194	0.603299	0.718015	0.329407	0.145035
SynPair56616	0.084418	0.115664	0.233489	0.223396	0.184941	0.10651	0.087864
SynPair28365	0.087126	0.177355	0.274079	0.258799	0.195338	0.163222	0.073609
SynPair17634	0.177803	0.249946	0.485933	0.597249	0.282911	0.30817	0.130397
SynPair4630	0.080524	0.18316	0.36306	0.306428	0.237695	0.315174	0.13369
SynPair3981	0.07578	0.154935	0.350403	0.311826	0.455736	0.168572	0.13268
SynPair15665	0.048346	0.114174	0.301717	0.279082	0.251966	0.151907	0.066761
SynPair5816	0.340253	0.262673	0.504539	0.568809	0.754471	0.339286	0.493017
SynPair10985	0.374881	0.340821	0.342759	0.326652	0.318939	1.992274	0.349563
SynPair4754	0.095809	0.272174	0.386799	0.466707	0.647759	0.369057	0.224525
SynPair17750	0.042931	0.127893	0.190962	0.173973	0.168414	0.11384	0.063665
SynPair7923	0.030345	0.19199	0.23489	0.175879	0.230307	0.120843	0.069086
SynPair16976	0.080551	0.110151	0.630495	0.331464	0.764031	0.223037	0.144706
SynPair31778	0.018219	0.352134	0.219631	0.156775	0.282979	0.112658	0.361608
SynPair702	0.053164	0.131123	0.199214	0.248748	0.161422	0.105489	0.071496
SynPair4884	0.05845	0.092584	0.275064	0.224854	0.182602	0.104491	0.078449
SynPair50273	0.065022	0.143601	0.299337	0.268664	0.252542	0.131276	0.080189
SynPair14793	0.035898	0.104899	0.228978	0.233987	0.223948	0.134714	0.095223
SynPair1600	0.203149	0.241744	0.588005	1.138792	0.943034	0.944246	0.200371
SynPair12604	0.254934	0.167185	0.470993	0.468646	0.279184	0.311417	0.140799
SynPair666	1.912325	1.357913	0.880258	0.410425	0.830542	0.29724	0.420895
SynPair3651	0.029214	0.070752	0.301556	0.287408	0.260396	0.119216	0.28807
SynPair13822	0.194497	0.135091	0.174782	0.259179	0.094681	0.121604	0.074248
SynPair39749	0.075907	0.136702	0.228404	0.182941	0.184537	0.135304	0.101829
SynPair47500	0.045238	0.130188	0.240283	0.290246	0.245715	0.128381	0.118659
SynPair66935	0.116253	0.493116	0.919629	0.291947	0.944627	0.352219	0.381699
SynPair65742	0.095705	0.288967	0.367092	0.338259	0.311609	0.227172	0.117316
SynPair38513	0.376366	1.677978	0.579322	1.745746	0.837715	0.499481	1.486559
SynPair59018	0.038338	0.097308	0.322235	0.268284	0.267808	0.144181	0.077671
SynPair65626	0.058918	0.099056	0.288602	0.231589	0.189868	0.120765	0.111418
SynPair38477	0.039955	0.094967	0.296753	0.307023	0.248229	0.190828	0.15421
SynPair45849	0.040993	0.067986	0.138864	1.385982	0.785541	0.109108	0.04652
SynPair58326	0.049004	0.115951	0.263963	0.193058	0.235998	0.192469	0.082937
SynPair62997	0.072358	0.284872	0.292231	0.277655	0.248371	0.10091	0.086511
SynPair24292	0.029659	0.099148	0.187885	0.224851	0.243857	0.094973	0.056005
SynPair22305	0.504939	0.348807	0.654106	0.4524	0.49963	0.221461	0.287572
SynPair65892	0.019158	0.083132	0.198234	0.25097	0.198369	0.07213	0.130889
SynPair9885	0.053806	0.075153	0.216898	0.22037	0.168141	0.155661	0.066084
SynPair63905	0.051282	0.121153	0.318749	0.23018	0.299817	0.080561	0.079179
SynPair63579	0.096309	0.128737	0.330424	0.394258	0.743188	0.273643	0.163231
SynPair22261	0.288404	0.27286	0.483788	0.237564	0.392949	0.391178	0.379338
SynPair13571	0.052856	0.184678	0.277121	0.320683	0.208059	0.113631	0.117332
SynPair30569	0.031454	0.129882	0.22715	0.233595	0.201392	0.123221	0.056418
SynPair31733	0.233572	0.131769	0.324822	0.485404	0.485139	0.322848	0.250982
SynPair749	0.045288	0.072695	0.171015	0.207411	0.125961	0.08949	0.086361
SynPair30915	0.256196	0.122304	0.240163	0.044339	0.910131	0.461698	0.261259
SynPair11520	0.037788	0.103695	0.202703	0.236316	0.189657	0.132503	0.080884
SynPair30871	0.132779	0.313164	0.629016	0.111102	0.948139	0.279869	0.091156
SynPair11444	0.05074	0.210115	0.307873	0.418003	0.187881	0.161804	0.090459
SynPair57091	0.148531	0.140275	0.31483	0.272595	0.340976	0.175521	0.425026
SynPair56167	0.379758	0.313116	0.661329	0.452045	0.52569	0.545417	0.472556
SynPair5421	0.158659	0.098595	0.410173	0.360615	0.470982	0.314766	0.211588
SynPair56003	0.177735	0.190621	0.554262	0.319878	0.760745	0.227519	0.283349
SynPair7968	0.252874	0.580985	0.586304	0.603174	0.840411	0.225289	0.58075
SynPair16541	0.009921	0.083153	0.221322	0.259144	0.158896	0.080816	0.127309
SynPair14510	0.210095	0.232846	0.605593	0.499489	1.519138	0.347548	0.837653
SynPair36752	0.154058	0.172334	0.360214	0.479647	0.655828	0.370931	0.681713
SynPair44588	0.104677	0.253612	0.317115	0.932593	0.589849	0.195201	0.33031
SynPair18583	0.167225	0.137305	0.46691	0.217372	0.90159	0.582936	0.708347
SynPair42863	0.255317	0.14667	0.587367	0.602706	0.762875	0.214029	0.40113
SynPair41614	0.133394	0.237482	1.918315	1.967032	1.353065	0.555084	0.352314
SynPair41770	0.058815	0.157718	0.493896	0.352542	0.578656	0.156346	0.130356
SynPair62768	0.073227	0.082976	0.193527	0.572951	0.324571	0.116147	0.39561
SynPair38558	0.04421	0.163541	0.294556	0.261424	0.271659	0.153044	0.131469
SynPair8544	0.125044	0.070763	0.481501	0.296801	0.474029	0.223327	0.182492
SynPair47937	0.065054	0.081515	0.140034	0.331076	0.200871	0.221032	0.061304
SynPair67758	0.031896	0.13804	0.201886	0.264697	0.204266	0.12442	0.200668
SynPair45802	0.165613	0.184029	0.398426	0.552937	0.616153	0.460593	0.297829
SynPair38840	0.142005	0.230517	0.451353	0.476195	0.460688	0.297273	0.169802
SynPair47853	0.271095	0.324166	0.340159	0.438211	0.323115	0.296865	0.249114
SynPair44378	0.807336	0.720893	1.066221	0.538957	0.658167	1.089399	0.547658
SynPair47173	0.052874	0.127939	0.253302	0.230194	0.238511	0.108253	0.091393
SynPair38160	0.052611	0.104934	0.167562	0.298042	0.256112	0.117313	0.138784
SynPair67204	0.046061	0.156498	0.29218	0.159501	0.164484	0.109265	0.083127
SynPair9242	0.032229	0.112819	0.221301	0.235418	0.198409	0.097863	0.093767
SynPair26960	0.049769	0.108479	0.202637	0.205372	0.193165	0.130401	0.098355
SynPair8018	0.109471	0.194551	0.292243	0.262581	0.312418	0.16021	0.220825
SynPair47017	0.056394	0.104997	0.31807	0.395254	0.381334	0.099526	0.102581
SynPair25717	0.162441	0.407371	1.031815	0.558611	1.983896	0.298802	0.151881
SynPair23950	0.249841	0.362316	0.835344	0.789863	0.751358	0.350345	0.311413
SynPair24785	0.171991	0.355332	0.889792	1.135575	0.579159	0.256317	0.281224
SynPair42143	0.038706	0.180801	0.235239	0.311689	0.181224	0.131547	0.112214
SynPair6212	0.078923	0.185093	0.239312	0.261754	0.328279	0.173199	0.147797
SynPair4243	0.070518	0.343432	0.595034	0.340297	0.296459	0.168814	0.203275
SynPair15372	0.227015	0.128344	0.645647	0.681812	1.387738	0.214816	0.125104
SynPair35161	0.155782	0.252855	0.725895	0.577082	0.93227	0.31825	0.160648
SynPair32100	0.051885	0.091382	0.215044	0.23864	0.222628	0.126634	0.145934
SynPair3346	0.636827	0.720455	0.942612	0.313844	0.893228	0.481506	0.478461
SynPair50600	0.078666	0.166681	0.496989	0.890617	1.196038	0.284139	0.157561
SynPair56797	0.208694	0.33342	1.531455	0.62336	1.180948	0.166247	0.293189
SynPair10342	0.064565	0.09571	0.310404	0.254224	0.381025	0.198344	0.085335
SynPair52651	0.071189	0.105811	0.27814	0.222175	0.277898	0.120508	0.07611
SynPair10226	0.257075	0.348965	0.145024	0.34804	0.806406	1.231749	0.673106
SynPair55884	0.042734	0.15131	0.304304	0.256272	0.335041	0.177624	0.071863
SynPair3222	0.640813	0.263379	0.513713	0.665092	0.881791	0.401591	0.465437
SynPair23567	0.387751	0.414832	0.498582	0.541059	0.630119	0.482096	0.392295
SynPair21536	0.050449	0.128794	0.224334	0.210636	0.252499	0.116282	0.062008
SynPair43236	0.25865	0.577791	0.638008	0.606136	0.969152	0.185264	0.580561
SynPair38287	0.132269	0.311715	0.377523	0.55902	0.589646	0.353703	0.2764
SynPair23403	0.089848	0.157768	0.346431	0.324537	0.353038	0.252619	0.07799
SynPair47294	0.096061	0.180227	0.444155	0.363414	0.393153	0.108219	0.252436
SynPair25594	0.03958	0.203761	0.562072	0.288503	0.615631	0.19565	0.132541
SynPair22659	0.035506	0.078616	0.260784	0.212315	0.235414	0.130267	0.086355
SynPair61110	0.045951	0.14779	0.18941	0.32631	0.237028	0.170918	0.115022
SynPair43352	0.057592	0.218183	0.591377	0.590877	0.269946	0.2523	0.121065
SynPair45169	0.924859	0.165154	0.672662	0.489598	0.972327	0.204252	0.462194
SynPair27669	0.065528	0.095937	0.347189	0.191854	0.248083	0.217596	0.094179
SynPair22989	0.08972	0.116954	0.346968	0.288937	0.294044	0.127379	0.152059
SynPair59420	0.052493	0.154768	0.271062	0.209495	0.331262	0.102141	0.08493
SynPair64120	0.066005	0.096543	0.349072	0.203175	0.117966	0.163165	0.109056
SynPair25638	0.05705	0.136649	0.276451	0.261088	0.180748	0.162905	0.087824
SynPair47138	0.149375	0.217153	0.50572	0.171541	0.437255	0.21318	0.229985
SynPair10	0.038693	0.06347	0.176574	0.182886	0.152305	0.109102	0.039563
SynPair39215	0.082285	0.086499	0.269727	0.208773	0.25157	0.103576	0.087685
SynPair63389	0.058153	0.081847	0.192968	0.20293	0.155675	0.109409	0.084714
SynPair8053	0.056841	0.10304	0.210573	0.20361	0.236129	0.117614	0.046538
SynPair46206	0.118646	0.200132	0.260653	0.341582	0.327103	0.248149	0.196895
SynPair2157	0.13433	0.219926	0.389824	0.307348	0.969188	0.243504	0.535862
SynPair57586	0.179082	0.124363	0.540545	0.575671	0.255849	0.254406	0.303053
SynPair13102	0.050749	0.105047	0.254643	0.194104	0.19398	0.104205	0.225642
SynPair11037	0.058327	0.151117	0.237061	0.465752	0.313977	0.097122	0.080998
SynPair2033	0.023484	0.075097	0.269555	0.316857	0.186958	0.125102	0.113187
SynPair1238	0.092867	0.199979	0.566557	0.32508	0.615873	0.253154	0.163366
SynPair12190	0.040408	0.083523	0.351122	0.224569	0.426079	0.176223	0.084448
SynPair7003	0.238778	0.257953	0.664696	0.492978	0.812793	0.320626	0.342335
SynPair4208	0.18848	0.16285	0.773772	0.264865	0.60178	0.40757	0.370544
SynPair49332	0.069143	0.142028	0.329016	0.202773	0.201674	0.109561	0.117108
SynPair14163	0.054785	0.142078	0.262451	0.247689	0.265474	0.160292	0.167561
SynPair15339	0.040686	0.132843	0.245812	0.296436	0.221995	0.150284	0.159124
SynPair28639	0.098471	0.087394	0.280452	0.406177	0.304674	0.092749	0.432342
SynPair5136	0.087006	0.224283	0.611939	0.161709	0.444872	0.117369	0.077207
SynPair29463	0.079495	0.194099	0.869707	0.650534	0.590897	0.23382	0.105616
SynPair10284	0.171104	0.31154	0.698301	0.55703	0.643231	0.666838	0.174916
SynPair48349	0.056645	0.240315	0.517658	0.722936	0.597762	0.178032	0.168309
SynPair15118	0.277461	0.139967	0.530228	0.270449	0.258257	0.232147	0.254804
SynPair14342	0.088134	0.436417	0.436525	0.382474	0.589139	0.216781	0.184057
SynPair57877	0.163461	0.25071	0.407136	0.259553	0.780028	0.307973	0.145723
SynPair30097	0.055545	0.137902	0.282446	0.348789	0.201463	0.15613	0.078111
SynPair29726	0.033708	0.10686	0.209378	0.191398	0.177246	0.122335	0.049577
SynPair6078	0.039961	0.108573	0.229232	0.271518	0.238988	0.093307	0.068235
SynPair49077	0.048887	0.206734	0.349637	0.259955	0.363033	0.278472	0.552443
SynPair14226	0.036439	0.125404	0.34914	0.277484	0.317502	0.109799	0.111007
SynPair13247	0.05362	0.110562	0.260817	0.338305	0.220377	0.135471	0.074347
SynPair51754	0.036753	0.071495	0.180892	0.204171	0.264313	0.183697	0.061084
SynPair56499	0.065467	0.106778	0.296704	0.301268	0.269885	0.170402	0.088574
SynPair33054	0.210659	0.392577	0.524985	0.568614	0.717675	0.577458	0.216804
SynPair11216	0.103381	0.12521	0.179747	0.358122	0.227253	0.162769	0.094339
SynPair56981	0.069997	0.140187	0.270522	0.278471	0.473535	0.126596	0.556197
SynPair12179	0.27802	0.720843	0.379403	0.697589	0.178222	0.269313	0.117267
SynPair13323	0.179656	0.21507	0.469191	0.467401	0.539296	0.411192	0.248767
SynPair11372	0.027694	0.08167	0.5578	0.326098	0.483931	0.116864	0.066015
SynPair51630	0.080293	0.313359	0.651575	0.483271	0.731746	0.15665	0.107365
SynPair58943	0.059261	0.180993	0.271508	0.280461	0.198447	0.115586	0.068979
SynPair27950	0.049116	0.168162	0.278021	0.256604	0.180954	0.138622	0.096068
SynPair64265	0.026734	0.106381	0.201875	0.217623	0.232904	0.115454	0.092233
SynPair66234	0.030265	0.253144	0.479839	0.480007	0.42435	0.184572	0.241962
SynPair44076	0.083301	0.370782	0.651567	0.228449	0.764883	0.477027	0.082872
SynPair25419	0.102494	0.087683	0.419528	0.734261	1.362502	0.166899	0.12832
SynPair8316	0.927276	0.164201	0.544751	0.342123	0.745036	0.295416	0.39624
SynPair27834	0.07335	0.120746	0.288981	0.349427	0.323428	0.150152	0.248892
SynPair58827	0.127775	0.261067	0.719839	0.383305	0.380474	0.19302	0.294514
SynPair24643	0.08843	0.101858	0.310542	0.328305	0.161589	0.191076	0.112367
SynPair59601	0.065985	0.139583	0.621376	0.573705	0.496177	0.273836	0.131745
SynPair24993	0.131802	0.250455	0.774876	0.733166	0.667321	0.306937	0.113443
SynPair27680	0.066203	0.145948	0.395077	0.268592	0.241364	0.171784	0.129015
SynPair66198	0.040279	0.152004	0.12137	0.231071	0.217564	0.088014	0.036987
SynPair43017	0.097935	0.264071	0.533626	0.473553	0.662745	0.171038	0.190677
SynPair23746	0.058935	0.1124	0.38055	0.220047	0.225087	0.167484	0.14026
SynPair36383	0.157991	0.241671	0.703503	0.874411	0.426226	0.309228	0.05827
SynPair52514	0.083417	0.229568	0.386341	0.332342	0.397902	0.19544	0.09095
SynPair57688	0.057317	0.112125	0.259432	1.029841	1.556534	0.304355	0.227317
SynPair2259	0.129781	0.229258	0.464651	0.416314	0.501346	0.163326	0.186721
SynPair10007	0.123307	0.0886	0.320639	0.277597	0.288412	0.109311	0.186208
SynPair30370	0.041536	0.074569	0.285688	0.230667	0.29502	0.15701	0.104629
SynPair150	0.235522	0.496065	0.655266	0.393173	1.557095	0.646239	0.512428
SynPair12132	0.043089	0.11328	0.235213	0.343177	0.214561	0.151654	0.074404
SynPair32321	0.06908	0.091809	0.242389	0.210313	0.269858	0.135372	0.083824
SynPair28453	0.047894	0.147246	0.467395	0.462398	0.125602	0.180811	0.195002
SynPair57440	0.044874	0.047551	0.292191	0.217791	0.11181	0.113593	0.09172
SynPair4106	0.123219	0.140289	0.285289	0.207138	0.314547	0.116523	0.098723
SynPair35340	0.061086	0.113829	0.271519	0.282904	0.215421	0.136423	0.080534
SynPair49158	0.057493	0.114806	0.202113	0.244155	0.218883	0.127918	0.151201
SynPair31286	0.039094	0.073205	0.18704	0.19697	0.155857	0.139874	0.067319
SynPair15153	0.047467	0.076303	0.229823	0.192325	0.22529	0.102264	0.078715
SynPair35224	0.086626	0.191159	0.365179	0.257891	0.200467	0.176246	0.071063
SynPair55909	0.438144	0.214284	0.551253	0.61378	0.948915	0.377306	0.361368
SynPair48266	0.088829	0.149506	0.438201	0.794745	0.553668	0.299729	0.1065
