	Sobic	Seita	Ortho	Orysa	Bradi	Pavag	Zmays
SynPair34200	0.008531	0.017259	0.030834	0.0328	0.042099	0.021722	0.043675
SynPair32397	0.004543	0.03868	0.100827	0.109475	0.107818	0.05091	0.01538
SynPair29513	0.034337	0.029196	0.0407	0.091156	0.04799	0.056635	0.019684
SynPair36335	0.043105	0.028768	0.04903	0.031671	0.044826	0.031141	0.05341
SynPair4378	0.036048	0.036994	0.050213	0.014441	0.052391	0.022845	0.022681
SynPair5122	0.008821	0.023248	0.030664	0.02403	0.114471	0.022197	0.027669
SynPair34364	0.018635	0.034474	0.102201	0.096809	0.090581	0.050548	0.050074
SynPair3319	0.011561	0.009494	0.032487	0.028323	0.037284	0.023571	0.010084
SynPair57592	0.017631	0.046596	0.0918	0.148277	0.133096	0.048087	0.02737
SynPair51405	0.027103	0.010055	0.030115	0.02855	0.064322	0.015823	0.019378
SynPair15081	0.010072	0.019466	0.021087	0.039657	0.090937	0.0586	0.024415
SynPair51879	0.031195	0.039929	0.040778	0.037705	0.029661	0.038393	0.032337
SynPair1348	0.022484	0.031878	0.047813	0.056092	0.048157	0.037811	0.01411
SynPair33261	0.018056	0.031999	0.047532	0.064806	0.1065	0.027269	0.032712
SynPair11023	0.01341	0.022432	0.075489	0.053583	0.059482	0.039875	0.030817
SynPair13072	0.048366	0.078135	0.147276	0.05532	0.141448	0.082906	0.046272
SynPair34554	0.003981	0.010394	0.017423	0.026176	0.029385	0.013832	0.009386
SynPair56254	0.0063	0.018887	0.031923	0.020538	0.025743	0.020077	0.005002
SynPair6519	0.001846	0.002848	0.018656	0.032093	0.038451	0.009488	0.021377
SynPair30492	0.004053	0.02992	0.044125	0.042765	0.172483	0.020575	0.02365
SynPair17930	0.016713	0.011856	0.062377	0.079425	0.044966	0.039001	0.009609
SynPair7743	0.009045	0.01603	0.065121	0.058036	0.032494	0.026892	0.13993
SynPair16672	0.004174	0.068474	0.036969	0.06652	0.03552	0.041992	0.033518
SynPair13992	0.015092	0.009555	0.037959	0.040586	0.036462	0.005802	0.013511
SynPair7627	0.010118	0.025032	0.075549	0.059866	0.071273	0.025778	0.023612
SynPair15479	0.025796	0.011105	0.016419	0.042563	0.059771	0.024452	0.007854
SynPair49472	2.2e-05	5.5e-05	0.002084	5.6e-05	0.002084	5e-05	0.004241
SynPair4850	1e-06	0.003462	0.021073	8e-06	0.017322	1.4e-05	0.003433
SynPair31400	0.012452	0.019422	0.019096	0.008038	0.092844	0.019875	0.006619
SynPair12418	0.007619	1.2e-05	0.025367	0.04646	0.023692	0.014871	0.007646
SynPair37597	0.031836	0.031811	0.072075	0.047097	0.11034	0.095481	0.052495
SynPair13642	0.015032	0.036259	0.088585	0.055414	0.122507	0.048574	0.018254
SynPair806	0.013652	0.020094	0.058005	0.049575	0.056283	0.030032	0.015604
SynPair17784	0.013558	0.023815	0.032994	0.019175	0.033	0.011622	0.013558
SynPair12864	0.013913	0.027828	0.066408	0.077292	0.067143	0.031095	0.037464
SynPair51351	0.010054	0.01688	0.046659	0.032593	0.077766	0.014831	0.010212
SynPair3955	0.040113	0.17201	0.140311	0.126533	0.098818	0.125017	0.065055
SynPair51235	0.011253	0.003654	0.012014	0.085993	0.023616	0.006399	0.025516
SynPair31918	0.014675	0.021762	0.053945	0.112711	0.079932	0.037392	0.026808
SynPair962	0.011893	0.014792	0.04355	0.051291	0.043746	0.023485	0.021613
SynPair27129	0.02092	0.019378	0.067299	0.040596	0.049327	0.032573	0.118888
SynPair42480	0.001299	0.005973	0.028559	0.031572	0.049115	0.013495	0.017312
SynPair39929	0.015867	0.015742	0.026115	0.013493	0.068653	0.010418	0.032295
SynPair65922	0.028722	0.073617	0.048505	0.086733	0.078042	0.034795	0.049294
SynPair66885	0.00732	0.042297	0.042042	0.058887	0.047692	0.030036	0.019406
SynPair62827	2e-05	0.001423	0.024452	0.032891	0.05963	0.006784	0.012092
SynPair40619	0.01643	0.01831	0.031123	0.037436	0.04461	0.031035	0.01973
SynPair9781	0.017904	0.037111	0.074933	0.068456	0.17421	0.044918	0.059976
SynPair1457	0.007439	0.029941	0.035152	0.024549	0.035143	0.021099	0.012767
SynPair30611	0.012608	0.029609	0.072183	0.069727	0.107865	0.039248	0.055112
SynPair12453	0.014142	0.010153	0.033051	0.043774	0.040517	0.028603	0.015416
SynPair5591	0.034688	0.029901	0.08466	0.090941	0.152916	0.09004	0.047904
SynPair50140	0.036092	0.028889	0.065625	0.08655	0.108287	0.045525	0.048871
SynPair11658	0.028391	0.028097	0.227052	0.137685	0.166594	0.055847	0.036618
SynPair12537	0.005253	0.029415	0.050888	0.054171	0.052217	0.020826	0.031072
SynPair30775	0.018032	0.007888	0.066594	0.072561	0.087699	0.039784	0.018229
SynPair35895	0.016374	0.024456	0.087011	0.017576	0.014488	0.017407	0.030548
SynPair50024	0.008038	0.017522	0.035057	0.030013	0.040018	0.015659	0.017231
SynPair31953	0.081194	0.047569	0.038862	0.037051	0.056064	0.022893	0.046463
SynPair57045	0.017168	0.029951	0.064119	0.071233	0.068071	0.044586	0.015542
SynPair4503	0.018472	0.027849	0.048802	0.048555	0.149862	0.038089	0.011119
SynPair28056	0.008999	0.013355	0.034658	0.025336	0.02944	0.028153	0.010108
SynPair5759	0.006652	0.020036	0.042881	0.041198	0.048029	0.014705	0.018265
SynPair2494	0.008705	0.04231	0.25591	0.160614	0.121027	0.036214	0.026108
SynPair31683	0.003423	0.012848	0.027085	0.042406	0.039984	0.01145	0.013289
SynPair7708	0.011877	0.019001	0.063466	0.056494	0.044735	0.025664	0.016153
SynPair15556	0.009461	0.015941	0.024575	0.025572	0.02715	0.017608	0.00458
SynPair57121	0.016305	0.019937	0.062477	0.092212	0.075254	0.032072	0.040039
SynPair41910	0.008682	0.015986	0.032663	0.036948	0.047684	0.020463	0.017223
SynPair42767	0.024857	0.012523	0.051905	0.087452	0.098662	0.046578	0.024644
SynPair8888	0.011652	0.021869	0.057809	0.058498	0.055873	0.028596	0.019411
SynPair23308	0.010175	0.013876	0.021351	0.025107	0.036777	0.020563	0.009465
SynPair8590	0.006861	0.007034	0.028937	0.022376	0.035698	0.010833	0.018524
SynPair64587	0.01452	0.040524	0.038897	0.093297	0.047893	0.062897	0.011332
SynPair9466	0.011412	0.027912	0.041712	0.038299	0.044703	0.025197	0.0109
SynPair27162	0.014209	0.014306	0.036734	0.029689	0.03157	0.036083	0.013957
SynPair67420	0.003259	1.5e-05	2.2e-05	1.8e-05	2.4e-05	1.8e-05	0.041481
SynPair26338	0.042267	0.019539	0.061408	0.055571	0.122818	0.015941	0.051034
SynPair47757	0.002562	0.032288	0.061927	0.034085	0.039599	0.019155	0.086989
SynPair38744	0.00171	0.017678	0.094288	0.03573	0.038623	0.014185	0.022085
SynPair43691	0.006652	0.012567	0.052009	0.055747	0.040389	0.023341	0.049801
SynPair18557	0.02262	0.021452	0.077295	0.071933	0.062451	0.064186	0.091479
SynPair27006	0.011522	0.018084	0.018299	0.036082	0.048539	0.132534	0.016242
SynPair42197	0.021081	0.032866	0.048032	0.052188	0.058401	0.043986	0.009981
SynPair64213	0.002706	0.002968	0.017569	0.008235	0.030364	0.011195	0.010889
SynPair27926	0.005226	0.004334	0.019572	0.018939	0.028775	0.009882	0.010691
SynPair38218	0.023713	0.012287	0.066046	0.091124	0.094306	0.081246	0.090629
SynPair59677	0.011836	0.028911	0.067359	0.007599	0.033125	0.017841	0.043929
SynPair25813	0.00791	0.017536	0.021599	0.038577	0.029339	0.011098	0.019419
SynPair27842	0.016228	0.032443	0.090567	0.094776	0.070952	0.037937	0.041411
SynPair21605	0.022583	0.053365	0.118329	0.106959	0.127461	0.065379	0.037766
SynPair61223	0.045049	0.052577	0.054156	0.042806	0.085157	0.055697	0.034803
SynPair57801	0.00627	0.01774	0.036606	0.042619	0.048514	0.015449	0.015996
SynPair14334	0.019487	0.020895	0.053712	0.061207	0.09887	0.060608	0.02539
SynPair28812	0.092122	0.034736	0.059799	0.061123	0.063331	0.084794	0.100089
SynPair30185	0.053777	0.069206	0.137399	0.118933	0.162695	0.080357	0.07427
SynPair57519	0.005138	0.017728	0.039297	0.057143	0.041508	0.016781	0.02871
SynPair3392	0.040393	0.026237	0.039474	0.043619	0.072635	0.194912	0.196959
SynPair55934	0.006644	0.004303	0.018896	0.065188	0.041139	0.02792	0.010624
SynPair5205	0.007376	0.017629	0.026552	0.025816	0.090481	0.03256	0.018388
SynPair2264	0.015378	0.048252	0.112113	0.070153	0.064795	0.03586	0.018035
SynPair33022	7e-06	5e-06	0.021571	0.010557	0.016338	8e-06	0.07306
SynPair17293	0.014242	0.025293	0.056939	0.069075	0.057981	0.030083	0.026066
SynPair33146	0.024964	0.021333	0.05533	0.055952	0.048135	0.055092	0.04752
SynPair14098	0.009957	0.006941	0.038693	0.022975	0.030469	0.014674	0.016644
SynPair48093	0.006804	0.016107	0.031053	0.027149	0.026412	0.02547	0.048283
SynPair25788	0.040589	0.031638	0.053036	0.090978	0.081869	0.049611	0.129606
SynPair22839	0.010184	0.078665	0.06272	0.044693	0.06317	0.025412	0.043954
SynPair59590	4e-06	0.002187	0.04763	0.02734	0.027967	0.007506	0.006224
SynPair63239	0.021375	0.027212	0.092224	0.065552	0.071782	0.061137	0.04047
SynPair22521	0.018675	0.010438	0.063104	0.112207	0.061698	0.040704	0.00611
SynPair18040	0.002403	0.015012	0.023345	0.007911	0.038608	0.019182	0.010045
SynPair27511	0.026884	0.026717	0.06265	0.048579	0.058701	0.042765	0.243389
SynPair59758	0.029597	0.032256	0.050952	0.08869	0.127433	0.039039	0.048691
SynPair64258	0.008126	0.029649	0.048538	0.051795	0.050423	0.021754	0.022507
SynPair39009	0.054395	0.022643	0.063703	0.098375	0.068561	0.020366	0.038308
SynPair47240	0.005008	0.016325	0.039969	0.02381	0.038943	0.010975	0.020548
SynPair25540	0.021465	0.041138	0.044724	0.095309	0.117807	0.043379	0.013754
SynPair38337	0.020814	0.025497	0.043005	0.055434	0.054561	0.013697	0.027058
SynPair33069	0.010548	0.014205	0.022285	0.028218	0.033822	0.021829	0.014908
SynPair32357	0.012769	0.026123	0.053104	0.06254	0.0648	0.038746	0.023057
SynPair3111	0.00509	0.006991	0.033228	0.042554	0.110635	0.014682	0.018438
SynPair16082	0.039141	0.019325	0.093092	0.064529	0.091704	0.02418	0.041115
SynPair15289	0.056989	0.04956	0.071558	0.117054	0.094738	0.073129	0.160272
SynPair126	0.00734	0.011915	0.0333	0.039228	0.027159	0.023073	0.024676
SynPair30306	0.022346	0.052535	0.089154	0.069413	0.059072	0.048008	0.038832
SynPair28859	0.007334	0.011204	0.054069	0.040621	0.049726	0.012582	0.011044
SynPair4170	0.220143	0.029071	0.049703	0.080399	0.063415	0.014734	0.031787
SynPair57436	0.013135	0.023239	0.045767	0.052723	0.060592	0.025164	0.015731
SynPair35336	0.003854	0.011852	0.016352	0.005162	0.03281	0.009273	0.004048
SynPair1388	0.028789	0.035551	0.084366	0.102666	0.078382	0.05819	0.028263
SynPair15041	0.023823	0.028315	0.088331	0.066187	0.095695	0.061089	0.049069
SynPair57773	0.017094	0.018505	0.066423	0.101386	0.128975	0.08688	0.06512
SynPair29946	0.023919	0.024171	0.049954	0.025823	0.030069	0.020224	0.012108
SynPair6264	0.008423	0.007036	0.062041	0.068854	0.079804	0.015402	0.02729
SynPair10098	0.029457	0.064629	0.142773	0.177888	0.163391	0.075081	0.040559
SynPair13293	0.028006	0.02106	0.09558	0.171345	0.124095	0.046789	0.057721
SynPair56831	0.009829	0.010743	0.034947	0.017597	0.046379	0.0056	0.030133
SynPair1361	0.026523	0.047861	0.123179	0.102819	0.097244	0.051387	0.032426
SynPair52627	0.015977	0.030389	0.061754	0.102368	0.178838	0.044752	0.080017
SynPair51850	0.008145	0.077186	0.027828	0.094562	0.072778	0.02518	0.033158
SynPair32176	0.032997	0.065332	0.04424	0.082882	0.058321	0.012921	0.076706
SynPair3330	0.026172	0.037214	0.083899	0.116065	0.1238	0.074949	0.034
SynPair12201	0.013135	0.044723	0.065792	0.046969	0.056547	0.023157	0.028329
SynPair14396	0.011443	0.124794	0.058632	0.056605	0.095164	0.042392	0.029105
SynPair32012	0.007862	0.057781	0.214895	0.043471	0.052907	0.044498	0.035921
SynPair3254	0.020526	0.024735	0.081257	0.077934	0.073309	0.037349	0.186721
SynPair4199	0.035265	0.029127	0.06227	0.026668	0.031333	0.021657	0.017702
SynPair29696	0.013182	0.017844	0.082545	0.074864	0.090659	0.054509	0.032155
SynPair34185	0.029048	0.025471	0.057215	0.042355	0.173744	0.015186	0.02778
SynPair10250	0.175337	0.045505	0.163896	0.065808	0.080714	0.053987	0.048384
SynPair9350	0.006672	0.023728	0.032592	0.033016	0.048638	0.021575	0.014364
SynPair23792	0.007939	0.035956	0.07509	0.060669	0.092925	0.056138	0.036703
SynPair47105	0.013422	0.02264	0.091571	0.117975	0.074954	0.04781	0.043384
SynPair25605	0.03234	0.037065	0.128915	0.112106	0.149103	0.078068	0.075861
SynPair47061	0.018513	0.014775	0.023339	0.007841	0.052522	0.018946	0.038972
SynPair59905	0.00296	0.10879	0.087208	0.014779	0.052416	1.2e-05	0.031346
SynPair39228	6e-06	1.1e-05	3.4e-05	0.037303	0.032059	1.1e-05	0.018344
SynPair59579	1.1e-05	0.003459	0.007018	2.1e-05	0.018274	0.003496	1.8e-05
SynPair66028	0.02138	0.036626	0.085168	0.087194	0.095138	0.055153	0.029707
SynPair27730	0.043008	0.037245	0.030457	0.100341	0.105006	0.025653	0.017277
SynPair60213	0.011379	0.014365	0.046164	0.04927	0.046495	0.023184	0.020526
SynPair42051	0.036827	0.028149	0.120347	0.114966	0.171382	0.076423	0.076625
SynPair39184	6e-06	0.002266	0.021503	0.027911	0.023493	0.020986	0.068656
SynPair46197	0.011566	0.015857	0.039216	0.03431	0.047647	0.025088	0.010604
SynPair9198	0.008891	0.036118	0.0837	0.081761	0.050381	0.013046	0.010876
SynPair42135	0.026702	0.023152	0.053578	0.058704	0.059303	0.027934	0.022822
SynPair21813	0.043551	0.06827	0.109093	0.072864	0.082663	0.057377	0.092367
SynPair2121	0.0112	0.014421	0.05125	0.037228	0.055422	0.030038	0.045864
SynPair30008	0.012285	0.01576	0.033447	0.041108	0.028295	0.02599	0.014596
SynPair28487	0.088048	0.045961	0.076134	0.084824	0.098725	0.055063	0.06148
SynPair5388	0.020371	0.019321	0.02411	0.027312	0.042477	0.022854	0.009386
SynPair2045	0.016453	0.017971	0.039061	0.036847	0.051196	0.036188	0.016065
SynPair57494	0.008471	0.003754	0.023223	0.031222	0.04238	0.019696	0.017345
SynPair16020	1.2e-05	0.017375	0.040444	0.018048	0.04809	0.013394	0.013648
SynPair35038	0.002748	0.010436	0.030029	0.02798	0.031802	0.010548	0.008715
SynPair8	0.160935	0.028893	0.193843	0.153305	0.079856	0.06507	0.030771
SynPair36233	0.002891	0.006935	0.016161	0.010479	0.020849	0.021953	0.02012
SynPair32291	0.028049	0.038661	0.068837	0.053509	0.128569	0.047136	0.047346
SynPair56406	0.01856	0.025263	0.053737	0.024899	0.056074	0.036256	0.097292
SynPair12082	0.016129	0.01439	0.028921	0.024307	0.037777	0.013724	0.017525
SynPair29869	0.011018	0.018443	0.074987	0.029155	0.046557	0.027647	0.106167
SynPair1086	0.011333	0.013515	0.041661	0.03073	0.042261	0.035188	0.019744
SynPair18186	0.010507	0.019907	0.062539	0.039549	0.076497	0.026848	0.109128
SynPair43240	0.006103	0.010091	0.020919	0.021569	0.021865	0.01339	0.028986
SynPair38395	0.003568	0.009552	0.047817	0.032168	0.029455	0.015955	0.019202
SynPair23511	0.009531	0.02839	0.080057	0.069072	0.098752	0.033351	0.035798
SynPair23475	0.010742	0.016598	0.050608	0.034106	0.045772	0.020401	0.031775
SynPair21858	0.031624	0.064553	0.105072	0.146288	0.108695	0.061266	0.039045
SynPair39307	0.006122	0.007298	0.018263	0.030757	0.037867	0.01646	0.010935
SynPair59456	0.023036	0.042831	0.082502	0.098197	0.064888	0.056562	0.074465
SynPair24570	0.014825	0.028198	0.038211	0.112471	0.086275	0.060956	0.018601
SynPair46270	0.002659	0.01167	0.048674	0.059987	0.062438	0.035576	0.133561
SynPair39263	0.013072	0.025341	0.103988	0.062682	0.067483	0.040184	0.019345
SynPair64032	0.03355	0.019949	0.04578	0.045799	0.064267	0.029783	0.01879
SynPair8025	0.019247	0.014617	0.025474	0.022996	0.050158	0.012779	0.035897
SynPair8905	0.005169	0.001706	0.003469	0.009039	0.010835	0.008596	0.003435
SynPair8579	0.022277	0.013033	0.082838	0.046405	0.093059	0.008996	0.019873
SynPair9647	0.014411	0.021725	0.057848	0.065813	0.059742	0.061308	0.03552
SynPair46648	0.012938	0.017105	0.03964	0.056608	0.07379	0.020386	0.015304
SynPair23285	0.013897	0.035574	0.132841	0.053671	0.128284	0.023343	0.015735
SynPair23129	0.005914	0.005975	0.006916	0.021492	0.032593	0.015144	0.014828
SynPair21178	0.008925	0.013439	0.043385	0.045245	0.036557	0.030943	0.018681
SynPair60660	0.003558	0.013292	0.033279	0.011764	0.025928	0.015625	0.10554
SynPair61922	0.018652	0.029704	0.032506	0.046821	0.210182	0.269973	0.051977
SynPair63973	0.005569	0.018973	0.059533	0.060378	0.061764	0.043896	0.024875
SynPair14449	0.041325	0.040181	0.072779	0.054175	0.191316	0.050204	0.061024
SynPair13784	6e-06	9e-06	3.2e-05	1e-05	2.4e-05	8e-06	1.7e-05
SynPair49618	0.009101	0.037644	0.043277	0.054162	0.089285	0.028346	0.019893
SynPair29149	0.011786	0.022025	0.042284	0.040766	0.0474	0.021513	0.011391
SynPair4646	0.012222	0.023954	0.041544	0.035453	0.03361	0.018957	0.008268
SynPair17642	0.01244	0.014313	0.023871	0.027513	0.042835	0.017371	0.015715
SynPair7831	0.019472	0.021932	0.030743	0.022556	0.019684	0.031002	0.022271
SynPair51297	0.055389	0.049497	0.031854	0.040908	0.025892	0.034825	0.093828
SynPair16900	0.023975	0.032549	0.110447	0.076633	0.099586	0.085257	0.035813
SynPair48526	6e-06	0.012456	0.009812	0.023021	0.045352	0.007106	0.015878
SynPair7529	0.012884	0.040664	0.037208	0.033348	0.046356	0.016682	0.019197
SynPair10897	0.010959	0.028071	0.069509	0.062207	0.056201	0.032973	0.02859
SynPair4722	0.016077	0.043628	0.084554	0.08655	0.083786	0.058863	0.027463
SynPair2519	0.016193	0.015963	0.037882	0.057552	0.038787	0.021557	0.00937
SynPair32505	0.05264	0.054445	0.112695	0.124474	0.112376	0.058281	0.039554
SynPair13930	0.015788	0.006015	0.03433	0.005326	0.075135	0.003808	0.011901
SynPair14681	0.077164	0.031411	0.033583	0.040542	0.081849	0.06339	0.029525
SynPair55199	0.017935	0.019895	0.062053	0.058991	0.044352	0.026134	0.014401
SynPair2965	5e-06	0.002375	0.004769	3.9e-05	0.007178	0.007073	0.002346
SynPair774	0.00568	0.014089	0.033495	0.036179	0.050098	0.015615	0.012343
SynPair11479	0.020628	0.00631	0.01167	0.043353	0.013375	0.006137	0.048174
SynPair1676	0.005195	0.013305	0.040772	0.022145	0.043589	0.017695	0.025101
SynPair11805	0.003009	0.003482	0.010559	0.012368	0.02631	0.007689	0.004831
SynPair52330	0.010997	0.018767	0.054425	0.052718	0.036013	0.021321	0.024001
SynPair4996	0.015176	0.030843	0.047646	0.055348	0.037854	0.019061	0.026505
SynPair23162	0.009497	0.00655	0.034816	0.019479	0.036972	0.02066	0.015631
SynPair18989	0.006706	0.005549	0.017863	0.010076	0.029032	0.013895	0.041135
SynPair21133	0.002542	0.012273	0.051921	0.054137	0.076232	0.01872	0.020873
SynPair38682	0.218509	0.176895	0.035184	0.081692	0.070914	0.044223	0.031669
SynPair23006	0.0055	0.020293	0.042498	0.017351	0.076835	0.016403	0.015397
SynPair43757	0.005524	0.010172	0.014471	0.019941	0.05298	0.010412	0.008446
SynPair63938	0.012828	0.01272	0.047251	0.037119	0.040173	0.016961	0.016803
SynPair26036	0.017176	0.015167	0.060646	0.050725	0.06768	0.020158	0.030908
SynPair66574	0.016259	0.022626	0.059431	0.030715	0.059197	0.032907	0.022486
SynPair46603	0.027259	0.056097	0.034389	0.023658	0.034775	0.028675	0.134801
SynPair25359	0.013486	0.05494	0.064288	0.058286	0.069515	0.031453	0.031697
SynPair22094	0.009837	0.016674	0.024517	0.023591	0.029464	0.0202	0.037211
SynPair40794	4e-06	0.016071	0.031209	0.02119	0.046222	0.02769	0.011797
SynPair28190	0.018135	0.033898	0.072332	0.070699	0.073652	0.072591	0.033362
SynPair13507	0.010252	0.029341	0.073798	0.055819	0.08667	0.023388	0.012129
SynPair30807	0.032687	0.04066	0.17704	0.157114	0.220153	0.035489	0.0326
SynPair17609	0.016557	0.036274	0.089171	0.062561	0.078968	0.031472	0.067717
SynPair37866	0.009227	0.020963	0.046785	0.066779	0.051798	0.03702	0.017674
SynPair7562	0.004124	0.015976	0.037116	0.033431	0.042385	0.024237	0.024552
SynPair36724	0.009088	0.021616	0.038131	0.037295	0.045504	0.024063	0.013688
SynPair14566	0.010718	0.032321	0.095333	0.066127	0.072312	0.041093	0.026629
SynPair48911	0.002219	0.002228	0.006167	0.011187	0.020787	0.005514	0.010184
SynPair56075	0.004252	0.009909	0.029752	0.039959	0.030464	0.039579	0.011958
SynPair5533	0.007235	0.010885	0.044612	0.026081	0.043037	0.022921	0.010236
SynPair29540	0.07614	0.022759	0.057078	0.137001	0.084332	0.026505	3.9e-05
SynPair16011	0.034828	0.029131	0.070103	0.097861	0.084727	0.044154	0.063333
SynPair35009	0.011882	0.008667	0.030234	0.061851	0.049465	0.007483	0.005728
SynPair7044	0.013485	0.016353	0.028713	0.025437	0.029561	0.024728	0.007311
SynPair52495	0.009443	0.018774	0.058638	0.049617	0.06028	0.024305	0.021528
SynPair14040	0.005759	0.008235	0.038543	0.006216	0.02845	0.020501	0.003491
SynPair49211	0.00378	0.014586	0.039465	0.027728	0.040983	0.024303	0.014646
SynPair13021	0.002188	0.123207	0.014865	0.013892	0.019561	0.004059	0.001301
SynPair32068	0.00963	0.000731	0.009592	0.005973	0.032554	0.005248	0.001718
SynPair2074	0.009238	0.021568	0.035683	0.049441	0.085626	0.018118	0.017013
SynPair51532	0.055407	0.023808	0.074922	0.110266	0.105666	0.052886	0.040991
SynPair14288	0.002877	0.006469	0.02504	0.032698	0.028642	0.018231	0.006317
SynPair2110	0.012851	0.014666	0.040882	0.049106	0.073495	0.024899	0.02101
SynPair4087	0.028342	0.050883	0.11413	0.079632	0.087405	0.068909	0.032547
SynPair68090	0.003137	0.00479	0.018144	0.016801	0.019259	0.004742	0.035943
SynPair29788	0.009382	0.019129	0.042118	0.036232	0.033145	0.023089	0.022478
SynPair8014	0.013932	0.020124	0.034192	0.031685	0.057118	0.025413	0.019669
SynPair38008	0.007822	0.02919	0.062946	0.038838	0.110233	0.039978	0.041287
SynPair24541	0.007513	0.019435	0.038447	0.073585	0.043858	0.023814	0.018186
SynPair59503	0.01964	0.035894	0.076557	0.072376	0.109025	0.022962	0.085165
SynPair64167	0.015136	0.011664	0.030205	0.026164	0.0346	0.01949	0.016305
SynPair23838	0.012342	0.01012	0.043018	0.030967	0.044379	0.02053	0.020346
SynPair43315	0.011879	0.007195	0.038145	0.024961	0.187867	0.022052	0.018935
SynPair23444	0.123	0.085837	0.164751	0.141916	0.21067	0.330997	0.086528
SynPair65091	0.009148	0.006328	0.02152	0.012266	0.0384	0.011644	0.002009
SynPair23520	0.022366	0.016415	0.22216	0.061033	0.0847	0.040241	0.126774
SynPair30072	0.004803	0.008452	0.022438	0.077972	0.041506	0.012375	0.012599
SynPair1234	0.014716	0.031361	0.048771	0.03266	0.049634	0.018364	0.028844
SynPair10261	0.015996	0.026954	0.097592	0.041796	0.088753	0.048557	0.018121
SynPair1350	0.008715	0.015889	0.040733	0.023284	0.040132	0.015982	0.009884
SynPair3301	0.007973	0.017379	0.026396	0.028613	0.033723	0.01158	0.016285
SynPair28599	0.020559	0.027001	0.045105	0.108044	0.078293	0.062621	0.086946
SynPair28635	0.014427	0.011109	0.036888	0.047426	0.020619	0.043305	0.029549
SynPair17364	0.003807	0.01785	0.044743	0.052371	0.059944	0.012496	0.025663
SynPair56800	0.012505	0.026119	0.048536	0.058148	0.071779	0.011825	0.031009
SynPair28751	0.011736	0.02698	0.06626	0.094563	0.105036	0.028983	0.022244
SynPair35042	0.024555	0.022965	0.026786	0.04354	0.056673	0.017705	0.017381
SynPair4204	0.003263	0.005761	0.011499	0.017981	0.024052	0.006892	0.002183
SynPair11397	0.009479	0.011109	0.043045	0.040011	0.056802	0.018028	0.081092
SynPair1198	0.011974	0.013756	0.101918	0.101342	0.047614	0.007131	0.02254
SynPair56964	0.048355	0.060533	0.094043	0.109082	0.146578	0.086176	0.109208
SynPair36249	0.011576	0.02224	0.041146	0.027828	0.032835	0.01012	0.008541
SynPair23873	0.021236	0.020441	0.05373	0.050938	0.050433	0.032045	0.016082
SynPair18098	0.013058	0.026133	0.090601	0.087833	0.150684	0.07376	0.03695
SynPair22655	0.058008	0.072296	0.181771	0.103685	0.226728	0.049571	0.045458
SynPair40031	0.015527	0.021053	0.060588	0.049768	0.230068	0.030673	0.018716
SynPair22731	0.008435	0.033431	0.062544	0.067383	0.034983	0.042371	0.017417
SynPair26927	0.016635	0.023252	0.042344	0.038113	0.049521	0.02537	0.013729
SynPair9205	0.160273	0.029718	0.034412	0.021729	0.048901	0.017252	0.017376
SynPair64048	0.012671	0.014008	0.073748	0.051234	0.0848	0.00834	0.025757
SynPair59548	0.020682	0.027072	0.04157	0.057793	0.073383	0.045642	0.028798
SynPair67243	0.006862	0.0204	0.041792	0.037267	0.029969	0.025188	0.016184
SynPair43196	0.009029	0.035326	0.083525	0.055572	0.064862	0.031458	0.017127
SynPair38127	0.004168	0.010777	0.036987	0.032038	0.018669	0.009871	0.047972
SynPair9361	0.010141	0.007364	0.035958	0.036531	0.038146	0.023311	0.033846
SynPair45165	0.007487	0.012423	0.036522	0.070239	0.063759	0.024723	0.015116
SynPair26163	0.015493	0.02949	0.038827	0.054352	0.074413	0.030687	0.069628
SynPair47814	0.008878	0.018276	0.045936	0.036006	0.034032	0.013509	0.053552
SynPair47468	0.004971	0.004689	0.018826	0.008296	0.013859	0.004373	0.010897
SynPair39621	0.014589	0.032758	0.05554	0.050461	0.043101	0.052591	0.033372
SynPair46632	0.009383	0.021859	0.04926	0.043983	0.045011	0.034188	0.017666
SynPair64968	0.001451	0.004979	0.017009	0.022937	0.042133	0.012222	0.012807
SynPair38963	0.011546	0.027433	0.081345	0.083468	0.125779	0.048512	0.040506
SynPair9759	8e-06	0.004798	0.017529	0.005304	0.062788	0.014025	8e-06
SynPair8503	0.009959	0.014252	0.03672	0.018383	0.053286	0.015863	0.014633
SynPair41737	0.021975	0.021122	0.079166	0.102344	0.10325	0.038919	0.062514
SynPair40911	0.012203	0.006298	0.023302	0.019715	0.011439	0.017893	0.004643
SynPair43602	0.0174	0.035276	0.055989	0.057837	0.081057	0.043163	0.037991
SynPair42458	0.00805	0.008877	0.021362	0.025021	0.026004	0.005706	0.005567
SynPair30682	0.014033	0.01418	0.040063	0.036867	0.0816	0.031271	0.025821
SynPair52182	0.021467	0.011026	0.017505	0.032834	0.077615	0.035762	0.035652
SynPair10491	0.022006	0.046586	0.098516	0.091233	0.100927	0.051924	0.031998
SynPair33489	0.003686	0.012027	0.03681	0.021661	0.040715	0.00913	0.008157
SynPair4758	0.023818	0.053805	0.131643	0.110739	0.23023	0.056004	0.021756
SynPair35806	0.017884	0.02677	0.019342	0.097098	0.085609	0.046655	0.070446
SynPair30836	0.020799	0.021991	0.057117	0.065774	0.147562	0.053949	0.052662
