CommonID,Sorghum,Setaria,Oropetium,Rice,Brachy,Paspalum,Maize
SynPair12793,Sobic.003G252200,Seita.5G265800,Ot_Chr3_11647,LOC_Os01g48180,Bradi2g46230,Pavagv31017351m,Zm00001d043915
SynPair12795,Sobic.003G252400,Seita.5G266000,Ot_Chr3_11643,LOC_Os01g48190,Bradi2g46240,Pavagv31017354m,Zm00001d043911
SynPair12796,Sobic.003G252500,Seita.5G266100,Ot_Chr3_11642,LOC_Os01g48200,Bradi2g46250,Pavagv31017355m,Zm00001d043909
SynPair12797,Sobic.003G252600,Seita.5G266200,Ot_Chr3_11640,LOC_Os01g48210,Bradi2g46260,Pavagv31017356m,Zm00001d043907
SynPair12798,Sobic.003G252700,Seita.5G266300,Ot_Chr3_11639,LOC_Os01g48220,Bradi2g46270,Pavagv31017357m,Zm00001d043906
SynPair12803,Sobic.003G253000,Seita.5G266700,Ot_Chr3_n34537,LOC_Os01g48280,Bradi2g46290,Pavagv31017368m,Zm00001d043905
SynPair12805,Sobic.003G253200,Seita.5G266800,Ot_Chr3_11636,LOC_Os01g48290,Bradi2g46301,Pavagv31017369m,Zm00001d043904
SynPair12808,Sobic.003G253400,Seita.5G267000,Ot_Chr3_11633,LOC_Os01g48310,Bradi2g46312,Pavagv31017374m,Zm00001d043903
SynPair12809,Sobic.003G253500,Seita.5G267100,Ot_Chr3_11631,LOC_Os01g48320,Bradi2g46320,Pavagv31017375m,Zm00001d043902
SynPair12810,Sobic.003G253600,Seita.5G267200,Ot_Chr3_11630,LOC_Os01g48330,Bradi2g46340,Pavagv31017379m,Zm00001d043900
SynPair12812,Sobic.003G253700,Seita.5G267500,Ot_Chr3_11629,LOC_Os01g48360,Bradi2g46345,Pavagv31017382m,Zm00001d043898
SynPair12813,Sobic.003G253800,Seita.5G267600,Ot_Chr3_11628,LOC_Os01g48370,Bradi2g46350,Pavagv31017383m,Zm00001d043895
SynPair12816,Sobic.003G254100,Seita.5G267900,Ot_Chr3_11625,LOC_Os01g48390,Bradi2g46370,Pavagv31017387m,Zm00001d043890
SynPair12822,Sobic.003G254700,Seita.5G268500,Ot_Chr3_11621,LOC_Os01g48440,Bradi2g46410,Pavagv31017392m,Zm00001d043879
SynPair12823,Sobic.003G254800,Seita.5G268600,Ot_Chr3_11619,LOC_Os01g48444,Bradi2g46420,Pavagv31017393m,Zm00001d043878
SynPair12825,Sobic.003G254900,Seita.5G268800,Ot_Chr3_11618,LOC_Os01g48446,Bradi2g46427,Pavagv31017395m,Zm00001d043877
SynPair12827,Sobic.003G255100,Seita.5G269000,Ot_Chr3_27918,LOC_Os01g48500,Bradi2g46450,Pavagv31017396m,Zm00001d043875
SynPair12828,Sobic.003G255200,Seita.5G269100,Ot_Chr3_11616,LOC_Os01g48530,Bradi2g46460,Pavagv31017399m,Zm00001d043874
SynPair12831,Sobic.003G255400,Seita.5G269200,Ot_Chr3_n34536,LOC_Os01g48540,Bradi2g46477,Pavagv31017401m,Zm00001d043873
SynPair12833,Sobic.003G255600,Seita.5G269400,Ot_Chr3_11614,LOC_Os01g48570,Bradi2g46490,Pavagv31017404m,Zm00001d043872
SynPair12835,Sobic.003G255800,Seita.5G270000,Ot_Chr3_n34532,LOC_Os01g48610,Bradi2g46501,Pavagv31017410m,Zm00001d043871
SynPair12836,Sobic.003G255850,Seita.5G269900,Ot_Chr3_n34532,LOC_Os01g48640,Bradi2g46501,Pavagv31017411m,Zm00001d043871
SynPair12837,Sobic.003G255900,Seita.5G269700,Ot_Chr3_11610,LOC_Os01g48640,Bradi2g46501,Pavagv31017411m,Zm00001d043870
SynPair12838,Sobic.003G256000,Seita.5G269900,Ot_Chr3_n34532,LOC_Os01g48640,Bradi2g46501,Pavagv31017412m,Zm00001d043870
SynPair12843,Sobic.003G256500,Seita.5G270400,Ot_Chr3_n34534,LOC_Os01g48710,Bradi2g46540,Pavagv31017419m,Zm00001d043868
SynPair12848,Sobic.003G256900,Seita.5G270700,Ot_Chr3_11600,LOC_Os01g48750,Bradi2g46560,Pavagv31017423m,Zm00001d043864
SynPair12849,Sobic.003G257000,Seita.5G270900,Ot_Chr3_11599,LOC_Os01g48760,Bradi2g46570,Pavagv31017424m,Zm00001d043863
SynPair12851,Sobic.003G257100,Seita.5G271100,Ot_Chr3_11598,LOC_Os01g48790,Bradi2g46590,Pavagv31017429m,Zm00001d043860
SynPair12853,Sobic.003G257400,Seita.5G271200,Ot_Chr3_11597,LOC_Os01g48800,Bradi2g46600,Pavagv31017431m,Zm00001d043858
SynPair12855,Sobic.003G257600,Seita.5G271300,Ot_Chr3_11596,LOC_Os01g48810,Bradi2g46610,Pavagv31017433m,Zm00001d043857
SynPair12857,Sobic.003G257700,Seita.5G271500,Ot_Chr3_11594,LOC_Os01g48830,Bradi2g46620,Pavagv31017435m,Zm00001d043855
SynPair12859,Sobic.003G257900,Seita.5G271600,Ot_Chr3_11592,LOC_Os01g48850,Bradi2g46630,Pavagv31017437m,Zm00001d043854
SynPair12860,Sobic.003G258000,Seita.5G271700,Ot_Chr5_n36241,LOC_Os01g48874,Bradi2g17077,Pavagv31017438m,Zm00001d043853
SynPair12864,Sobic.003G258400,Seita.5G272200,Ot_Chr3_11585,LOC_Os01g48930,Bradi2g46660,Pavagv31017443m,Zm00001d043850
SynPair12866,Sobic.003G258600,Seita.5G272300,Ot_Chr3_11584,LOC_Os01g48950,Bradi2g46665,Pavagv31017447m,Zm00001d043849
SynPair12867,Sobic.003G258700,Seita.5G272400,Ot_Chr3_11584,LOC_Os01g48950,Bradi2g46665,Pavagv31017444m,Zm00001d043847
SynPair12868,Sobic.003G258800,Seita.5G272500,Ot_Chr3_n34526,LOC_Os01g48960,Bradi2g46670,Pavagv31017507m,Zm00001d043845
SynPair12871,Sobic.003G259100,Seita.5G272700,Ot_Chr3_n34523,LOC_Os01g48980,Bradi2g46680,Pavagv31017503m,Zm00001d043842
SynPair12872,Sobic.003G259200,Seita.5G272800,Ot_Chr3_11574,LOC_Os01g48990,Bradi2g46690,Pavagv31017501m,Zm00001d043841
SynPair12874,Sobic.003G259400,Seita.5G273100,Ot_Chr3_11571,LOC_Os01g49000,Bradi2g46700,Pavagv31017499m,Zm00001d043841
SynPair12876,Sobic.003G259600,Seita.5G273300,Ot_Chr3_11570,LOC_Os01g49010,Bradi2g46720,Pavagv31017496m,Zm00001d043840
SynPair12878,Sobic.003G259800,Seita.5G273500,Ot_Chr3_11569,LOC_Os01g49030,Bradi2g46740,Pavagv31017492m,Zm00001d043839
SynPair12883,Sobic.003G260200,Seita.5G274000,Ot_Chr3_11568,LOC_Os01g49120,Bradi2g46750,Pavagv31017488m,Zm00001d043838
SynPair12884,Sobic.003G260300,Seita.5G274200,Ot_Chr3_11566,LOC_Os01g49160,Bradi2g46770,Pavagv31017487m,Zm00001d043837
SynPair12885,Sobic.003G260400,Seita.5G274300,Ot_Chr3_11565,LOC_Os01g49180,Bradi2g46780,Pavagv31017484m,Zm00001d043835
SynPair12887,Sobic.003G260600,Seita.5G274400,Ot_Chr3_11563,LOC_Os01g49190,Bradi2g46790,Pavagv31017482m,Zm00001d043834
SynPair12888,Sobic.003G260700,Seita.5G274500,Ot_Chr3_11562,LOC_Os01g49200,Bradi2g46800,Pavagv31017481m,Zm00001d043831
SynPair12889,Sobic.003G260800,Seita.5G274800,Ot_Chr3_11561,LOC_Os01g49210,Bradi2g46810,Pavagv31017480m,Zm00001d043830
SynPair12890,Sobic.003G260900,Seita.5G274900,Ot_Chr3_11558,LOC_Os01g49250,Bradi2g46830,Pavagv31017479m,Zm00001d043827
SynPair12893,Sobic.003G261200,Seita.5G275600,Ot_Chr3_11551,LOC_Os01g49330,Bradi2g46860,Pavagv31017471m,Zm00001d043815
SynPair12894,Sobic.003G261300,Seita.5G275800,Ot_Chr3_11550,LOC_Os01g49340,Bradi2g46880,Pavagv31017466m,Zm00001d043814
SynPair12895,Sobic.003G261400,Seita.5G275900,Ot_Chr3_n34519,LOC_Os01g49350,Bradi2g46900,Pavagv31017465m,Zm00001d043813
SynPair12899,Sobic.003G261700,Seita.5G276100,Ot_Chr3_11548,LOC_Os01g49390,Bradi2g46920,Pavagv31017462m,Zm00001d043812
SynPair12903,Sobic.003G261900,Seita.5G276500,Ot_Chr3_11545,LOC_Os01g49410,Bradi2g46930,Pavagv31017459m,Zm00001d043808
SynPair12905,Sobic.003G262100,Seita.5G276800,Ot_Chr3_11543,LOC_Os01g49440,Bradi2g46947,Pavagv31017458m,Zm00001d043806
SynPair12906,Sobic.003G262200,Seita.5G276900,Ot_Chr3_11542,LOC_Os01g49470,Bradi2g46957,Pavagv31017457m,Zm00001d043805
SynPair12907,Sobic.003G262400,Seita.5G277000,Ot_Chr3_11541,LOC_Os01g49490,Bradi2g46970,Pavagv31017454m,Zm00001d043803
SynPair12908,Sobic.003G262500,Seita.5G277100,Ot_Chr3_11540,LOC_Os01g49510,Bradi2g46990,Pavagv31017453m,Zm00001d043801
SynPair12909,Sobic.003G262600,Seita.5G277200,Ot_Chr3_11539,LOC_Os01g49529,Bradi2g47000,Pavagv31017515m,Zm00001d043800
SynPair12912,Sobic.003G262900,Seita.5G277800,Ot_Chr3_n34513,LOC_Os01g49560,Bradi2g47037,Pavagv31017511m,Zm00001d043799
SynPair12913,Sobic.003G263001,Seita.5G278200,Ot_Chr3_n34785,LOC_Os01g49614,Bradi2g47060,Pavagv31017515m,Zm00001d043799
SynPair12917,Sobic.003G263400,Seita.5G278200,Ot_Chr3_n34509,LOC_Os01g49580,Bradi2g47191,Pavagv31017526m,Zm00001d043798
SynPair12927,Sobic.003G264400,Seita.5G279900,Ot_Chr3_11528,LOC_Os01g49710,Bradi2g47110,Pavagv31017542m,Zm00001d043795
SynPair12928,Sobic.003G264500,Seita.5G279800,Ot_Chr3_11528,LOC_Os01g49720,Bradi2g47110,Pavagv31017543m,Zm00001d043789
SynPair12929,Sobic.003G264600,Seita.5G279800,Ot_Chr3_11528,LOC_Os01g49720,Bradi2g47110,Pavagv31017543m,Zm00001d043787
SynPair12930,Sobic.003G264700,Seita.5G279700,Ot_Chr3_11527,LOC_Os01g49740,Bradi2g47130,Pavagv31017544m,Zm00001d043786
SynPair12931,Sobic.003G264800,Seita.5G280000,Ot_Chr3_11525,LOC_Os01g49760,Bradi2g47140,Pavagv31017555m,Zm00001d043785
SynPair12932,Sobic.003G264901,Seita.5G280100,Ot_Chr3_11523,LOC_Os01g49770,Bradi2g47150,Pavagv31017556m,Zm00001d043784
SynPair12936,Sobic.003G265200,Seita.5G280700,Ot_Chr3_11517,LOC_Os01g49830,Bradi2g47220,Pavagv31017562m,Zm00001d043782
SynPair12938,Sobic.003G265400,Seita.5G280800,Ot_Chr3_11516,LOC_Os01g49890,Bradi2g47240,Pavagv31017571m,Zm00001d043780
SynPair12939,Sobic.003G265500,Seita.5G280900,Ot_Chr3_11515,LOC_Os01g49900,Bradi2g47250,Pavagv31017572m,Zm00001d043779
SynPair12944,Sobic.003G266001,Seita.5G281600,Ot_Chr3_11514,LOC_Os01g49930,Bradi2g47260,Pavagv31017577m,Zm00001d043776
SynPair12945,Sobic.003G266100,Seita.5G281700,Ot_Chr3_11513,LOC_Os01g49940,Bradi2g47267,Pavagv31017578m,Zm00001d043775
SynPair12948,Sobic.003G266400,Seita.5G282100,Ot_Chr3_11511,LOC_Os01g50010,Bradi2g47280,Pavagv31017583m,Zm00001d043773
SynPair12949,Sobic.003G266500,Seita.5G282200,Ot_Chr3_11510,LOC_Os01g50030,Bradi2g47290,Pavagv31017586m,Zm00001d043771
SynPair12950,Sobic.003G266600,Seita.5G282300,Ot_Chr3_11510,LOC_Os01g50030,Bradi2g47290,Pavagv31017586m,Zm00001d043771
SynPair12952,Sobic.003G266900,Seita.5G282400,Ot_Chr3_11509,LOC_Os01g50040,Bradi2g47300,Pavagv31017589m,Zm00001d043768
SynPair12953,Sobic.003G267000,Seita.5G282500,Ot_Chr3_11507,LOC_Os01g50060,Bradi2g47320,Pavagv31017592m,Zm00001d043767
SynPair12954,Sobic.003G267100,Seita.5G282700,Ot_Chr3_11506,LOC_Os01g50080,Bradi2g47347,Pavagv31017597m,Zm00001d043766
SynPair12957,Sobic.003G267300,Seita.5G283000,Ot_Chr3_11506,LOC_Os01g50100,Bradi2g47347,Pavagv31017607m,Zm00001d043762
SynPair12959,Sobic.003G267500,Seita.5G283300,Ot_Chr3_11502,LOC_Os01g50120,Bradi2g47380,Pavagv31017600m,Zm00001d043764
SynPair12961,Sobic.003G267700,Seita.5G283600,Ot_Chr3_11500,LOC_Os01g50160,Bradi2g47330,Pavagv31017607m,Zm00001d043762
SynPair12963,Sobic.003G267900,Seita.5G283800,Ot_Chr3_11499,LOC_Os01g50200,Bradi2g47430,Pavagv31017616m,Zm00001d043752
SynPair12966,Sobic.003G268200,Seita.5G284000,Ot_Chr3_11497,LOC_Os01g50310,Bradi2g47440,Pavagv31017620m,Zm00001d043751
SynPair12967,Sobic.003G268300,Seita.5G284100,Ot_Chr3_11496,LOC_Os01g50320,Bradi2g47450,Pavagv31017630m,Zm00001d043745
SynPair12971,Sobic.003G268700,Seita.5G284400,Ot_Chr3_11491,LOC_Os01g50370,Bradi2g47510,Pavagv31017640m,Zm00001d043742
SynPair12972,Sobic.003G268800,Seita.5G284300,Ot_Chr3_n34494,LOC_Os01g50400,Bradi2g47510,Pavagv31017640m,Zm00001d043741
SynPair12973,Sobic.003G268900,Seita.5G284400,Ot_Chr3_11492,LOC_Os01g50410,Bradi2g47510,Pavagv31017639m,Zm00001d043740
SynPair12974,Sobic.003G269000,Seita.5G284500,Ot_Chr3_11492,LOC_Os01g50420,Bradi2g47510,Pavagv31017640m,Zm00001d043738
SynPair12975,Sobic.003G269100,Seita.5G284700,Ot_Chr3_11490,LOC_Os01g50440,Bradi2g47520,Pavagv31017642m,Zm00001d043737
SynPair12976,Sobic.003G269200,Seita.5G284800,Ot_Chr3_11488,LOC_Os01g50450,Bradi2g47530,Pavagv31017643m,Zm00001d043736
SynPair12977,Sobic.003G269300,Seita.5G284900,Ot_Chr3_n34498,LOC_Os01g50460,Bradi2g47540,Pavagv31017645m,Zm00001d043735
SynPair12981,Sobic.003G269700,Seita.5G285400,Ot_Chr3_11480,LOC_Os01g50610,Bradi2g47550,Pavagv31017659m,Zm00001d043734
SynPair12982,Sobic.003G269800,Seita.5G285500,Ot_Chr3_n34493,LOC_Os01g50616,Bradi2g47560,Pavagv31017661m,Zm00001d043733
SynPair12987,Sobic.003G270300,Seita.5G286200,Ot_Chr3_n34490,LOC_Os01g50720,Bradi2g47590,Pavagv31017680m,Zm00001d043729
SynPair12989,Sobic.003G270500,Seita.5G286400,Ot_Chr3_26378,LOC_Os01g50760,Bradi2g47610,Pavagv31017683m,Zm00001d043727
SynPair12992,Sobic.003G270700,Seita.5G286800,Ot_Chr3_n34457,LOC_Os01g50810,Bradi2g47631,Pavagv31017685m,Zm00001d043725
SynPair12996,Sobic.003G271100,Seita.5G287100,Ot_Chr3_26373,LOC_Os01g50830,Bradi2g47650,Pavagv31017692m,Zm00001d043724
SynPair12997,Sobic.003G271201,Seita.5G287300,Ot_Chr3_26372,LOC_Os01g50840,Bradi2g47660,Pavagv31017696m,Zm00001d043723
SynPair12999,Sobic.003G271400,Seita.5G287500,Ot_Chr3_26368,LOC_Os01g50860,Bradi2g47670,Pavagv31017703m,Zm00001d043721
SynPair13000,Sobic.003G271500,Seita.5G287600,Ot_Chr3_26367,LOC_Os01g50870,Bradi2g47675,Pavagv31017704m,Zm00001d043713
SynPair13001,Sobic.003G271600,Seita.5G287700,Ot_Chr3_26366,LOC_Os01g50900,Bradi2g47680,Pavagv31017705m,Zm00001d043710
SynPair13003,Sobic.003G271800,Seita.5G287800,Ot_Chr3_26362,LOC_Os01g50910,Bradi2g47700,Pavagv31017711m,Zm00001d043709
SynPair13005,Sobic.003G271900,Seita.5G288000,Ot_Chr3_26360,LOC_Os01g50930,Bradi2g47720,Pavagv31017713m,Zm00001d043707
SynPair13008,Sobic.003G272200,Seita.5G288300,Ot_Chr3_26357,LOC_Os01g50940,Bradi2g47730,Pavagv31017720m,Zm00001d043706
SynPair13009,Sobic.003G272300,Seita.5G288400,Ot_Chr3_n34484,LOC_Os01g50960,Bradi2g47740,Pavagv31017721m,Zm00001d043705
SynPair13012,Sobic.003G272600,Seita.5G288700,Ot_Chr3_26353,LOC_Os01g51030,Bradi2g47770,Pavagv31017724m,Zm00001d043704
SynPair13013,Sobic.003G272700,Seita.5G288800,Ot_Chr3_26352,LOC_Os01g51040,Bradi2g47780,Pavagv31017725m,Zm00001d043703
SynPair13016,Sobic.003G273000,Seita.5G289000,Ot_Chr3_26349,LOC_Os01g51060,Bradi2g47790,Pavagv31017729m,Zm00001d043701
SynPair13017,Sobic.003G273100,Seita.5G289300,Ot_Chr3_25742,LOC_Os01g51120,Bradi2g47800,Pavagv31017731m,Zm00001d043700
SynPair13018,Sobic.003G273200,Seita.5G289400,Ot_Chr3_25743,LOC_Os01g51140,Bradi2g47810,Pavagv31017733m,Zm00001d043699
SynPair13019,Sobic.003G273300,Seita.5G289500,Ot_Chr3_25744,LOC_Os01g51154,Bradi2g47820,Pavagv31017734m,Zm00001d043696
SynPair13020,Sobic.003G273400,Seita.5G289600,Ot_Chr3_25745,LOC_Os01g51170,Bradi2g47830,Pavagv31017735m,Zm00001d043695
SynPair13021,Sobic.003G273500,Seita.5G289700,Ot_Chr3_25747,LOC_Os01g51190,Bradi2g47840,Pavagv31017736m,Zm00001d043694
SynPair13022,Sobic.003G273600,Seita.5G289900,Ot_Chr3_n34478,LOC_Os01g51200,Bradi2g47850,Pavagv31017737m,Zm00001d043693
SynPair13023,Sobic.003G273700,Seita.5G290000,Ot_Chr3_25750,LOC_Os01g51210,Bradi2g47860,Pavagv31017738m,Zm00001d043692
SynPair13024,Sobic.003G273800,Seita.5G290100,Ot_Chr3_25751,LOC_Os01g51230,Bradi2g47867,Pavagv31017739m,Zm00001d043691
SynPair13026,Sobic.003G274000,Seita.5G290600,Ot_Chr3_25753,LOC_Os01g51260,Bradi2g47887,Pavagv31017743m,Zm00001d043687
SynPair13028,Sobic.003G274200,Seita.5G290800,Ot_Chr3_25755,LOC_Os01g51280,Bradi2g47910,Pavagv31017745m,Zm00001d043686
SynPair13029,Sobic.003G274300,Seita.5G290900,Ot_Chr3_25757,LOC_Os01g51290,Bradi2g47920,Pavagv31017746m,Zm00001d043684
SynPair13030,Sobic.003G274400,Seita.5G291000,Ot_Chr3_25759,LOC_Os01g51300,Bradi2g47940,Pavagv31017748m,Zm00001d043682
SynPair13032,Sobic.003G274600,Seita.5G291400,Ot_Chr3_25761,LOC_Os01g51320,Bradi2g47960,Pavagv31017750m,Zm00001d043681
SynPair13033,Sobic.003G274700,Seita.5G291500,Ot_Chr3_25762,LOC_Os01g51360,Bradi2g47970,Pavagv31017751m,Zm00001d043680
SynPair13037,Sobic.003G275100,Seita.5G292000,Ot_Chr3_25767,LOC_Os01g51430,Bradi2g48020,Pavagv31017756m,Zm00001d043675
SynPair13039,Sobic.003G275300,Seita.5G293700,Ot_Chr3_27302,LOC_Os01g51540,Bradi2g48040,Pavagv31057020m,Zm00001d043674
SynPair13042,Sobic.003G275600,Seita.5G294100,Ot_Chr3_n34477,LOC_Os01g51620,Bradi2g48070,Pavagv31057024m,Zm00001d043669
SynPair13043,Sobic.003G275700,Seita.5G294200,Ot_Chr3_n34473,LOC_Os01g51634,Bradi2g48076,Pavagv31057025m,Zm00001d043667
SynPair13044,Sobic.003G275800,Seita.5G294300,Ot_Chr3_25781,LOC_Os01g51640,Bradi2g48082,Pavagv31017796m,Zm00001d043666
SynPair13046,Sobic.003G276000,Seita.5G294500,Ot_Chr3_25784,LOC_Os01g51690,Bradi2g48090,Pavagv31017797m,Zm00001d043663
SynPair13050,Sobic.003G276400,Seita.5G295100,Ot_Chr3_25787,LOC_Os01g51754,Bradi2g48150,Pavagv31017802m,Zm00001d043662
SynPair13051,Sobic.003G276500,Seita.5G295200,Ot_Un27_27313,LOC_Os01g51770,Bradi2g48160,Pavagv31017803m,Zm00001d043661
SynPair13052,Sobic.003G276700,Seita.5G295300,Ot_Chr3_n34466,LOC_Os01g51780,Bradi2g48170,Pavagv31017805m,Zm00001d043660
SynPair13054,Sobic.003G276800,Seita.5G295500,Ot_Un27_n40834,LOC_Os01g51790,Bradi2g48180,Pavagv31017808m,Zm00001d043656
SynPair13058,Sobic.003G277200,Seita.5G295800,Ot_Chr3_n34468,LOC_Os01g51840,Bradi2g48210,Pavagv31017815m,Zm00001d043655
SynPair13061,Sobic.003G277500,Seita.5G296100,Ot_Chr3_26319,LOC_Os01g51870,Bradi2g48240,Pavagv31017823m,Zm00001d043654
SynPair13063,Sobic.003G277600,Seita.5G296200,Ot_Chr3_26320,LOC_Os01g51890,Bradi2g48250,Pavagv31017827m,Zm00001d043653
SynPair13064,Sobic.003G277700,Seita.5G296300,Ot_Chr3_26321,LOC_Os01g51920,Bradi2g48260,Pavagv31017828m,Zm00001d043652
SynPair13065,Sobic.003G277800,Seita.5G296800,Ot_Chr3_n34471,LOC_Os01g52010,Bradi2g48267,Pavagv31017829m,Zm00001d043650
SynPair13072,Sobic.003G278400,Seita.5G298300,Ot_Chr3_26326,LOC_Os01g52100,Bradi2g48330,Pavagv31017844m,Zm00001d043612
SynPair13073,Sobic.003G278500,Seita.5G298400,Ot_Chr3_26328,LOC_Os01g52110,Bradi2g48340,Pavagv31017845m,Zm00001d043613
SynPair13074,Sobic.003G278600,Seita.5G298500,Ot_Chr3_26329,LOC_Os01g52130,Bradi2g48350,Pavagv31017851m,Zm00001d043614
SynPair13077,Sobic.003G278700,Seita.5G299000,Ot_Chr3_26333,LOC_Os01g52160,Bradi2g48360,Pavagv31017854m,Zm00001d043615
SynPair13078,Sobic.003G278800,Seita.5G299200,Ot_Chr3_26336,LOC_Os01g52180,Bradi2g48380,Pavagv31017856m,Zm00001d043616
SynPair13080,Sobic.003G279000,Seita.5G299400,Ot_Chr3_26338,LOC_Os01g52190,Bradi2g48400,Pavagv31017858m,Zm00001d043617
SynPair13082,Sobic.003G279200,Seita.5G299600,Ot_Chr3_26341,LOC_Os01g52214,Bradi2g48410,Pavagv31017860m,Zm00001d043620
SynPair13083,Sobic.003G279300,Seita.5G299700,Ot_Chr3_26342,LOC_Os01g52230,Bradi2g48420,Pavagv31017861m,Zm00001d043621
SynPair13088,Sobic.003G279800,Seita.5G301000,Ot_Chr3_26343,LOC_Os01g52390,Bradi2g48500,Pavagv31017869m,Zm00001d043632
SynPair13090,Sobic.003G280000,Seita.5G301200,Ot_Chr3_n34461,LOC_Os01g52410,Bradi2g48521,Pavagv31057289m,Zm00001d043611
SynPair13099,Sobic.003G280900,Seita.5G301800,Ot_Chr3_n34453,LOC_Os01g52500,Bradi2g48570,Pavagv31057279m,Zm00001d043601
SynPair13102,Sobic.003G281200,Seita.5G302000,Ot_Chr3_12362,LOC_Os01g52530,Bradi2g48590,Pavagv31017887m,Zm00001d043600
SynPair13104,Sobic.003G281400,Seita.5G302200,Ot_Chr3_12364,LOC_Os01g52550,Bradi2g48610,Pavagv31017889m,Zm00001d043599
SynPair13106,Sobic.003G281500,Seita.5G302300,Ot_Chr3_12365,LOC_Os01g52560,Bradi2g48620,Pavagv31017892m,Zm00001d043598
SynPair13107,Sobic.003G281600,Seita.5G302400,Ot_Chr3_12366,LOC_Os01g52570,Bradi2g48630,Pavagv31017894m,Zm00001d043596
SynPair13110,Sobic.003G281900,Seita.5G302700,Ot_Chr3_12369,LOC_Os01g52630,Bradi2g48650,Pavagv31017900m,Zm00001d043595
SynPair13111,Sobic.003G282000,Seita.5G302800,Ot_Chr3_12370,LOC_Os01g52640,Bradi2g48657,Pavagv31017902m,Zm00001d043592
SynPair13112,Sobic.003G282100,Seita.5G302900,Ot_Chr3_12371,LOC_Os01g52650,Bradi2g48670,Pavagv31017904m,Zm00001d043591
SynPair13113,Sobic.003G282200,Seita.5G303000,Ot_Chr3_12371,LOC_Os01g52650,Bradi2g48670,Pavagv31017912m,Zm00001d043591
SynPair13114,Sobic.003G282300,Seita.5G303100,Ot_Chr3_12372,LOC_Os01g52660,Bradi2g48680,Pavagv31017914m,Zm00001d043590
SynPair13115,Sobic.003G282400,Seita.5G303200,Ot_Chr3_12373,LOC_Os01g52680,Bradi2g48690,Pavagv31017913m,Zm00001d043589
SynPair13117,Sobic.003G282600,Seita.5G303500,Ot_Chr3_12375,LOC_Os01g52710,Bradi2g48710,Pavagv31017922m,Zm00001d043587
SynPair13120,Sobic.003G282901,Seita.5G303700,Ot_Chr3_n34775,LOC_Os01g52730,Bradi2g48736,Pavagv31017923m,Zm00001d043586
SynPair13121,Sobic.003G283000,Seita.5G303800,Ot_Chr3_12378,LOC_Os01g52740,Bradi2g48733,Pavagv31017924m,Zm00001d043586
SynPair13122,Sobic.003G283100,Seita.5G303900,Ot_Chr3_n34450,LOC_Os01g52750,Bradi2g48740,Pavagv31017926m,Zm00001d043581
SynPair13125,Sobic.003G283300,Seita.5G304000,Ot_Chr3_12382,LOC_Os01g52760,Bradi2g48750,Pavagv31017928m,Zm00001d043580
SynPair13126,Sobic.003G283400,Seita.5G304100,Ot_Chr3_n34447,LOC_Os01g52770,Bradi2g48760,Pavagv31017930m,Zm00001d043579
SynPair13136,Sobic.003G284300,Seita.5G305300,Ot_Chr3_n34435,LOC_Os01g52920,Bradi2g48850,Pavagv31017942m,Zm00001d043573
SynPair13137,Sobic.003G284400,Seita.5G305400,Ot_Chr3_12394,LOC_Os01g52960,Bradi2g48860,Pavagv31017943m,Zm00001d043572
SynPair13141,Sobic.003G284800,Seita.5G305800,Ot_Chr3_27295,LOC_Os01g53020,Bradi2g48890,Pavagv31017948m,Zm00001d043571
SynPair13147,Sobic.003G285400,Seita.5G305800,Ot_Chr3_27295,LOC_Os01g53020,Bradi2g48890,Pavagv31017948m,Zm00001d043571
SynPair13148,Sobic.003G285500,Seita.5G306000,Ot_Chr3_27294,LOC_Os01g53040,Bradi2g48907,Pavagv31017950m,Zm00001d043569
SynPair13150,Sobic.003G285700,Seita.5G306500,Ot_Chr3_12405,LOC_Os01g53070,Bradi2g48930,Pavagv31017953m,Zm00001d043566
SynPair13152,Sobic.003G285900,Seita.5G306700,Ot_Chr3_12407,LOC_Os01g53090,Bradi2g48940,Pavagv31017955m,Zm00001d043528
SynPair13156,Sobic.003G286300,Seita.5G307000,Ot_Chr3_12409,LOC_Os01g53150,Bradi2g48960,Pavagv31017960m,Zm00001d043534
SynPair13157,Sobic.003G286400,Seita.5G307100,Ot_Chr3_12410,LOC_Os01g53160,Bradi2g48970,Pavagv31017961m,Zm00001d043535
SynPair13162,Sobic.003G286700,Seita.5G307400,Ot_Chr3_n34438,LOC_Os01g53220,Bradi2g48990,Pavagv31017967m,Zm00001d043536
SynPair13165,Sobic.003G287000,Seita.5G307500,Ot_Chr3_12413,LOC_Os01g53240,Bradi2g49000,Pavagv31017968m,Zm00001d043538
SynPair13166,Sobic.003G287100,Seita.5G307600,Ot_Chr3_12414,LOC_Os01g53250,Bradi2g49010,Pavagv31017970m,Zm00001d043539
SynPair13168,Sobic.003G287300,Seita.5G307800,Ot_Chr5_n36174,LOC_Os01g53280,Bradi2g49030,Pavagv31017973m,Zm00001d043541
SynPair13169,Sobic.003G287400,Seita.5G307900,Ot_Chr3_12417,LOC_Os01g53294,Bradi2g49040,Pavagv31017974m,Zm00001d043543
SynPair13172,Sobic.003G287600,Seita.5G308800,Ot_Chr3_n34434,LOC_Os01g53350,Bradi2g49067,Pavagv31017978m,Zm00001d043544
